0.0,1128.68,4363.05,11335.78,12399.06,7528.95,13159.01,13721.49,8095.02,15292.36,5002.61,5694.27,11772.51,26383.47,29081.21,29689.63,32165.41,29478.6,43268.86,36028.96,28392.2,37605.24,23943.43,25536.85,24825.9,32735.83,30452.49,34846.71,32976.3,34037.2,35468.76,28991.16,31627.16,15530.22,16578.17,14401.48,9060.54,11024.05,9117.46,28483.46,25731.76,28724.24,31230.95,38031.18,36051.97,26099.3,25732.56,21597.26,9746.84,2718.51,11596.71,11687.48,9112.08,16802.35,19825.68,18137.54,16627.69,15114.07,17653.57,14894.22,14209.02,12787.95,19351.97,18841.29,14964.64,17166.04,10955.1,6680.41,12103.24,7344.98
1149.7,0.0,4250.69,11223.43,12286.71,7416.59,13046.65,13609.14,7982.66,15743.06,4890.26,6554.85,12633.09,26271.12,28968.85,29577.27,32053.06,29366.24,43156.51,35916.61,28279.85,37492.88,23831.07,25424.5,24713.55,32623.48,30340.13,34734.36,32863.95,33924.85,35356.41,28878.8,31514.81,17237.61,16465.81,14289.12,8948.18,11884.63,9978.04,28371.1,25619.4,28611.88,31118.6,37918.82,35939.61,25986.95,25620.21,21484.9,9634.48,3543.02,12421.22,12511.99,9936.6,17626.87,20650.19,18962.05,17452.21,15938.59,18478.08,16601.62,15033.53,13612.47,20176.49,20548.69,16672.04,18873.43,12662.49,8387.8,13810.63,9052.37
4150.13,4250.69,0.0,9734.34,12396.34,5627.96,13156.28,13718.77,8092.29,15852.69,4999.89,8564.23,14642.46,26380.75,29078.48,29686.9,32162.69,29475.87,43266.14,36026.24,28389.48,37602.51,23940.7,25534.13,24823.18,32733.11,30449.77,34843.99,32973.57,34034.48,35466.04,28988.43,31624.44,19246.99,16575.44,14398.75,9057.81,13894.01,11987.42,28480.73,25729.03,28721.51,31228.23,38028.45,36049.25,26096.58,25729.83,21594.53,9744.11,6649.37,14760.36,15618.35,13042.95,20733.22,23756.54,22068.4,20558.56,19044.94,20889.36,18610.99,17413.79,16718.82,23282.84,22558.06,18681.41,20882.81,14671.87,10397.17,15820.01,11061.75
11383.71,11484.27,9695.64,0.0,8424.26,4067.69,9184.2,9746.69,3316.63,14246.29,9833.97,15797.81,21876.04,22408.67,25106.4,25714.82,28190.61,25503.79,39294.06,32054.16,24417.4,33630.43,19968.62,21562.05,20851.1,28761.03,26477.69,30871.91,29001.5,30062.4,31493.96,25016.35,27652.36,26480.57,6269.03,13021.13,9155.91,21127.59,12232.25,24508.65,21756.95,24749.43,27256.15,34056.38,32077.17,22124.5,21757.76,17622.46,4977.13,13882.96,21993.94,22851.93,20276.53,27966.8,30990.13,29301.98,27792.14,26278.52,28122.95,25844.57,24647.37,23952.4,30516.42,29791.64,25914.99,28116.39,21905.45,17630.75,23053.59,18295.33
12185.28,12285.85,12395.48,8433.79,0.0,15561.37,759.94,1322.43,5193.03,5822.03,10834.76,16599.38,22677.61,13984.41,16682.14,17290.56,19766.35,17079.53,30869.8,23629.9,15993.14,25206.17,11544.36,13137.79,12426.84,20336.77,18053.43,22447.65,20577.24,21638.14,23069.7,16592.09,19228.1,27282.14,4179.11,4596.87,6784.36,13613.49,11879.04,16084.39,13332.69,16325.17,18831.89,25632.12,23652.91,13700.24,13333.5,9198.2,4709.53,14684.53,22795.51,23653.5,21078.1,28768.38,31791.7,30103.55,28593.71,27080.09,28924.52,26646.14,25448.94,24753.97,31317.99,30593.21,26716.56,28917.96,22707.02,18432.32,23855.16,19096.9
7316.03,7416.59,5627.96,4106.39,15562.23,0.0,16322.18,16884.67,11258.19,19018.59,8165.78,11730.13,17808.36,29546.65,32244.38,32852.8,35328.59,32641.77,46432.04,39192.14,31555.37,40768.41,27106.6,28700.03,27989.07,35899.0,33615.66,38009.88,36139.47,37200.37,38631.93,32154.33,34790.33,22412.88,10315.48,17564.65,12223.71,17059.9,15153.32,31646.63,28894.93,31887.41,34394.12,41194.35,39215.14,29262.47,28895.73,24760.43,12910.01,9815.27,17926.25,18784.24,16208.85,23899.12,26922.44,25234.3,23724.46,22210.84,24055.26,21776.89,20579.68,19884.72,26448.74,25723.96,21847.31,24048.7,17837.76,13563.07,18985.9,14227.64
12933.39,13033.95,13143.58,9181.9,748.1,16309.48,0.0,1040.02,5941.13,5539.61,11582.87,17347.48,18316.28,13702.0,16399.73,17008.15,19483.94,16797.12,30587.39,23347.49,15710.72,24923.76,11261.95,12855.38,12144.42,20054.35,17771.01,22165.23,20294.82,21355.72,22787.28,16309.68,18945.68,28030.24,4562.21,4314.45,7532.47,13331.08,11596.62,15801.98,13050.28,16042.76,18549.47,25349.7,23370.49,13417.83,13051.08,8915.78,5457.63,15432.63,23543.61,24401.6,21826.21,29516.48,32539.8,30851.66,29341.81,27828.2,29672.62,27394.25,26197.04,25502.08,32066.09,31341.32,27464.67,29666.06,23455.12,19180.43,24603.26,19845.0
13475.58,13576.14,13685.77,9724.09,1290.3,16851.67,1019.72,0.0,6483.33,4995.8,12125.06,17889.68,17772.46,13508.01,14911.73,16814.16,19289.95,16603.13,30393.4,23153.5,15516.74,24729.77,11067.96,12661.39,11950.44,19860.37,17577.02,21971.25,20100.83,21161.74,22593.29,16115.69,18751.7,28572.43,5104.4,3770.64,8074.66,12787.26,11052.81,15607.99,12856.29,15848.77,18355.48,25155.71,23176.5,13223.84,12857.09,8721.79,5999.83,15974.82,24085.8,24943.79,22368.4,30058.67,33081.99,31393.85,29884.01,28370.39,30214.81,27936.44,26739.23,26044.27,32608.29,31883.51,28006.86,30208.25,23997.31,19722.62,25145.45,20387.2
7906.93,8007.49,8117.12,3279.83,5146.7,11283.02,5906.64,6469.13,0.0,10968.73,6556.41,12321.02,18399.26,19131.11,21828.84,22437.26,24913.05,22226.23,36016.5,28776.6,21139.84,30352.87,16691.06,18284.49,17573.54,25483.47,23200.13,27594.35,25723.94,26784.84,28216.4,21738.79,24374.8,23003.78,9325.8,9743.57,5878.34,17650.8,8954.69,21231.09,18479.39,21471.87,23978.59,30778.81,28799.61,18846.94,18480.2,14344.89,2494.47,10406.17,18517.15,19375.14,16799.75,24490.02,27513.34,25825.2,24315.36,22801.74,24646.16,22367.79,21170.58,20475.62,27039.63,26314.86,22438.21,24639.6,18428.66,14153.97,19576.8,14818.54
14761.53,15670.95,15819.53,14419.3,5985.5,18985.42,5714.93,5191.41,11178.54,0.0,12269.5,9598.08,13177.62,10629.62,12464.14,13989.66,18466.08,15779.26,29569.53,26200.31,15460.36,29424.98,15763.17,12585.21,16645.65,24555.57,22272.23,26666.46,24796.04,25856.95,27288.5,20810.9,23446.9,29786.1,9799.61,1909.03,6770.23,8192.42,6457.97,16899.48,17551.5,20543.98,23050.69,29850.92,27871.71,17919.05,17552.3,13417.0,10695.03,17260.77,25299.47,26229.74,23654.35,31344.62,34367.94,32679.8,31169.96,29656.34,31428.48,29150.1,27952.9,27330.22,33894.24,33097.17,29220.52,31421.92,20411.48,16965.45,26359.12,18240.24
