0.0,173.66,391.73,908.15,909.17,585.89,1029.43,1070.46,643.89,1260.41,604.9,522.37,891.96,1946.3,2161.72,2199.5,2520.91,2241.82,3149.98,2784.8,2168.63,2807.98,1738.94,1953.48,1831.08,2381.28,2226.19,2621.74,2412.96,2528.04,2657.26,2139.43,2373.24,1235.61,1386.75,1205.54,770.8,882.93,800.78,2174.77,1918.74,2099.61,2325.39,2757.47,2677.66,1916.17,1911.37,1565.93,763.19,332.71,960.87,1017.22,778.25,1422.95,1601.61,1533.16,1436.75,1417.68,1558.34,1242.45,1157.19,1030.27,1749.62,1510.59,1260.45,1495.9,980.75,554.23,1003.22,615.5
185.0,0.0,428.24,944.67,945.68,622.41,1065.95,1106.98,680.41,1325.86,641.42,628.33,997.92,1982.82,2198.24,2236.02,2557.43,2278.33,3186.49,2821.32,2205.15,2844.5,1775.46,1990.0,1867.6,2417.8,2262.71,2658.25,2449.48,2564.55,2693.78,2175.95,2409.76,1427.6,1423.27,1242.06,807.31,988.89,906.75,2211.29,1955.26,2136.12,2361.9,2793.99,2714.18,1952.69,1947.89,1602.44,799.71,431.7,1059.85,1116.2,877.24,1521.93,1700.6,1632.14,1535.74,1516.66,1657.33,1434.44,1256.18,1129.26,1848.6,1702.59,1452.45,1687.89,1172.75,746.23,1195.21,807.49
363.13,428.24,0.0,698.15,803.8,356.27,924.06,965.09,538.52,1183.97,499.53,665.19,1034.78,1840.93,2056.35,2094.13,2415.54,2136.45,3044.6,2679.43,2063.26,2702.61,1633.57,1848.11,1725.71,2275.91,2120.82,2516.36,2307.59,2422.67,2551.89,2034.06,2267.87,1464.46,1281.38,1100.17,665.42,1025.75,943.61,2069.4,1813.37,1994.23,2220.01,2652.1,2572.29,1810.8,1806.0,1460.55,657.82,644.46,1146.56,1328.97,1090.0,1734.7,1913.36,1844.9,1748.5,1729.43,1781.29,1471.3,1377.65,1342.02,2061.37,1739.45,1489.31,1724.75,1209.61,783.09,1232.07,844.35
885.24,950.36,684.22,0.0,621.42,327.95,741.69,782.72,286.88,1150.22,890.83,1187.31,1556.9,1658.56,1873.98,1911.76,2233.17,1954.07,2862.23,2497.06,1880.88,2520.24,1451.2,1665.74,1543.34,2093.54,1938.44,2333.99,2125.22,2240.29,2369.52,1851.69,2085.5,1986.58,769.24,1073.94,758.56,1547.87,1091.75,1887.02,1631.0,1811.86,2037.64,2469.72,2389.92,1628.42,1623.62,1278.18,441.79,1166.57,1668.67,1851.08,1612.11,2256.81,2435.48,2367.02,2270.61,2251.54,2303.4,1993.41,1899.77,1864.13,2583.48,2261.56,2011.42,2246.86,1731.72,1305.2,1754.19,1366.46
876.81,941.93,800.04,621.59,0.0,994.2,120.26,161.29,357.33,528.79,869.2,1178.88,1548.47,1037.13,1252.55,1290.34,1611.74,1332.65,2240.81,1875.63,1259.46,1898.81,829.78,1044.31,921.91,1472.12,1317.02,1712.57,1503.79,1618.87,1748.09,1230.26,1464.07,1978.15,477.58,452.52,563.56,1087.52,987.5,1265.6,1009.57,1190.44,1416.22,1848.3,1768.49,1007.0,1002.2,656.76,318.34,1158.14,1660.24,1842.65,1603.69,2248.38,2427.05,2358.59,2262.19,2243.11,2294.97,1984.99,1891.34,1855.7,2575.05,2253.13,2002.99,2238.44,1723.29,1296.77,1745.76,1358.04
557.29,622.41,356.27,341.88,997.96,0.0,1118.22,1159.25,732.68,1378.14,693.69,859.36,1228.95,2035.09,2250.51,2288.3,2609.7,2330.61,3238.77,2873.59,2257.42,2896.77,1827.74,2042.27,1919.87,2470.08,2314.98,2710.53,2501.75,2616.83,2746.05,2228.22,2462.04,1658.63,1089.54,1294.33,859.59,1219.92,1137.77,2263.56,2007.54,2188.4,2414.18,2846.26,2766.45,2004.96,2000.16,1654.72,851.98,838.62,1340.72,1523.13,1284.17,1928.86,2107.53,2039.07,1942.67,1923.59,1975.45,1665.47,1571.82,1536.18,2255.53,1933.61,1683.47,1918.92,1403.77,977.25,1426.24,1038.52
996.42,1061.54,919.65,741.2,119.61,1113.82,0.0,155.63,476.94,523.14,988.81,1298.49,1437.9,1031.48,1246.9,1284.68,1606.09,1326.99,2235.15,1869.98,1253.8,1893.16,824.12,1038.66,916.26,1466.46,1311.36,1706.91,1498.14,1613.21,1742.44,1224.61,1458.42,2097.76,568.0,446.86,683.17,1081.86,981.84,1259.94,1003.92,1184.78,1410.56,1842.64,1762.84,1001.34,996.54,651.1,437.96,1277.76,1779.85,1962.27,1723.3,2368.0,2546.66,2478.2,2381.8,2362.72,2414.58,2104.6,2010.95,1975.32,2694.67,2372.75,2122.61,2358.05,1842.91,1416.39,1865.37,1477.65
1021.16,1086.28,944.39,765.94,144.35,1138.56,139.35,0.0,501.68,407.2,1013.55,1323.23,1321.96,996.5,1094.43,1249.7,1571.11,1292.02,2200.18,1835.0,1218.83,1858.18,789.14,1003.68,881.28,1431.48,1276.39,1671.93,1463.16,1578.23,1707.46,1189.63,1423.44,2122.5,592.74,330.92,707.91,965.92,865.91,1224.97,968.94,1149.81,1375.58,1807.67,1727.86,966.37,961.57,616.12,462.7,1302.5,1804.59,1987.01,1748.04,2392.74,2571.4,2502.94,2406.54,2387.46,2439.32,2129.34,2035.69,2000.06,2719.41,2397.49,2147.35,2382.79,1867.65,1441.13,1890.11,1502.39
620.93,686.05,544.16,273.64,343.92,738.33,464.18,505.21,0.0,872.71,613.32,923.0,1292.59,1381.05,1596.47,1634.25,1955.66,1676.56,2584.72,2219.55,1603.38,2242.73,1173.69,1388.23,1265.83,1816.03,1660.94,2056.48,1847.71,1962.78,2092.01,1574.18,1807.99,1722.27,821.49,796.43,481.05,1283.56,814.24,1609.52,1353.49,1534.35,1760.13,2192.22,2112.41,1350.92,1346.12,1000.67,197.94,902.27,1404.36,1586.78,1347.81,1992.51,2171.17,2102.71,2006.31,1987.23,2039.09,1729.11,1635.46,1599.83,2319.18,1997.26,1747.12,1982.56,1467.42,1040.9,1489.88,1102.16
1188.9,1311.18,1172.03,1129.03,507.45,1366.2,502.44,402.79,864.77,0.0,1108.94,738.04,949.65,864.98,921.03,1122.06,1504.95,1225.86,2134.02,1972.61,1220.54,2221.27,1152.24,1034.99,1244.37,1794.58,1639.48,2035.03,1826.25,1941.33,2070.55,1552.72,1786.54,2266.59,955.83,189.05,575.61,593.61,493.59,1363.66,1332.03,1512.9,1738.68,2170.76,2090.95,1329.46,1324.66,979.22,825.79,1470.23,1948.68,2154.74,1915.77,2560.47,2739.13,2670.67,2574.27,2555.2,2583.41,2273.43,2179.78,2167.79,2887.14,2541.57,2291.44,2526.88,1736.35,1360.26,2034.2,1470.34
